Trial Number,value now,Delay,Value later,Value later delay,Response,reaction time,SubID,Cond
31,20,0,33,122,0,3.2859,1,1
32,20,0,23,58,1,1.8143,1,1
33,20,0,61,58,1,1.7338,1,1
34,20,0,69,7,1,1.7083,1,1
35,20,0,51,31,1,1.2801,1,1
36,20,0,33,31,1,1.7013,1,1
37,20,0,29,122,0,2.6644,1,1
38,20,0,41,13,1,1.4729,1,1
39,20,0,77,13,1,1.0414,1,1
40,20,0,21,7,1,1.4851,1,1
41,20,0,27,122,0,1.71,1,1
42,20,0,45,31,1,1.8651,1,1
43,20,0,29,7,1,1.5796,1,1
44,20,0,45,58,1,1.9131,1,1
45,20,0,33,1,1,1.6566,1,1
46,20,0,21,122,0,1.7389,1,1
47,20,0,45,1,1,1.9609,1,1
48,20,0,77,31,1,1.2806,1,1
49,20,0,21,58,0,1.634,1,1
50,20,0,31,7,1,2.2557,1,1
51,20,0,25,122,1,3.3933,1,1
52,20,0,23,31,1,1.9865,1,1
53,20,0,61,31,1,1.3868,1,1
54,20,0,33,7,1,1.3878,1,1
55,20,0,41,58,1,1.5984,1,1
56,20,0,31,13,1,1.8162,1,1
57,20,0,25,58,1,1.7936,1,1
58,20,0,25,31,1,1.468,1,1
59,20,0,41,7,1,1.7114,1,1
60,20,0,37,122,1,3.0097,1,1
61,20,0,25,13,1,2.1713,1,1
62,20,0,45,7,1,1.5189,1,1
63,20,0,41,1,1,1.31,1,1
64,20,0,27,31,1,1.7578,1,1
65,20,0,61,122,1,2.1353,1,1
66,20,0,45,13,1,1.3984,1,1
67,20,0,51,1,1,0.9026,1,1
68,20,0,51,13,1,0.8117,1,1
69,20,0,37,58,1,1.4037,1,1
70,20,0,21,58,0,3.0794,1,1
71,20,0,31,122,1,1.8831,1,1
72,20,0,41,31,1,2.0387,1,1
73,20,0,41,122,1,1.5094,1,1
74,20,0,31,1,1,1.8454,1,1
75,20,0,69,1,1,1.5346,1,1
76,20,0,57,58,1,1.4775,1,1
77,20,0,29,31,1,3.305,1,1
78,20,0,21,1,0,2.1236,1,1
79,20,0,69,13,1,1.566,1,1
80,20,0,23,122,0,2.2121,1,1
81,20,0,25,7,1,1.3586,1,1
82,20,0,57,13,1,1.7308,1,1
83,20,0,51,122,1,1.8956,1,1
84,20,0,21,122,0,1.7233,1,1
85,20,0,31,31,1,1.6796,1,1
86,20,0,69,31,1,1.4847,1,1
87,20,0,77,122,1,1.4229,1,1
88,20,0,29,13,1,1.3189,1,1
89,20,0,37,13,1,1.4101,1,1
90,20,0,27,7,1,1.175,1,1
91,20,0,27,58,1,1.1737,1,1
92,20,0,27,1,1,1.3549,1,1
93,20,0,21,31,0,4.054,1,1
94,20,0,69,122,1,1.5279,1,1
95,20,0,61,1,1,2.0217,1,1
96,20,0,33,13,1,2.5285,1,1
1,20,0,21,58,0,3.9752,11,1
2,20,0,57,7,1,3.1482,11,1
3,20,0,27,58,0,3.8256,11,1
4,20,0,25,122,0,2.522,11,1
5,20,0,61,1,1,2.6167,11,1
6,20,0,41,31,1,2.9401,11,1
7,20,0,77,7,1,1.4376,11,1
8,20,0,29,122,0,3.2672,11,1
9,20,0,69,7,1,1.8007,11,1
10,20,0,25,31,1,4.102,11,1
11,20,0,29,31,1,2.1784,11,1
12,20,0,69,122,1,3.127,11,1
13,20,0,77,13,1,3.3702,11,1
14,20,0,29,58,0,3.3392,11,1
15,20,0,57,13,1,1.6693,11,1
16,20,0,31,31,1,1.781,11,1
17,20,0,69,13,1,1.3545,11,1
18,20,0,21,122,0,2.8435,11,1
19,20,0,33,122,1,2.8754,11,1
20,20,0,37,31,1,1.4949,11,1
21,20,0,21,1,0,1.4179,11,1
22,20,0,33,7,1,1.3197,11,1
23,20,0,25,7,1,1.3365,11,1
24,20,0,41,13,1,0.9295,11,1
25,20,0,61,122,1,2.208,11,1
26,20,0,45,7,1,1.0751,11,1
27,20,0,21,1,0,1.4786,11,1
28,20,0,33,31,1,1.7882,11,1
29,20,0,61,7,1,0.9433,11,1
30,20,0,51,1,1,1.0636,11,1
31,20,0,41,7,1,1.7498,11,1
32,20,0,31,1,0,2.465,11,1
33,20,0,27,122,0,1.8431,11,1
34,20,0,33,1,1,1.3178,11,1
35,20,0,23,58,0,1.6257,11,1
36,20,0,23,31,0,2.2576,11,1
37,20,0,45,58,1,1.7973,11,1
38,20,0,69,31,1,1.3748,11,1
39,20,0,21,13,0,1.4022,11,1
40,20,0,37,1,1,1.1648,11,1
41,20,0,45,1,1,1.0069,11,1
42,20,0,41,58,1,1.9095,11,1
43,20,0,37,58,1,1.7314,11,1
44,20,0,33,58,1,2.1542,11,1
45,20,0,45,31,1,1.7738,11,1
46,20,0,29,7,1,1.7187,11,1
47,20,0,61,31,1,1.2469,11,1
48,20,0,27,1,1,1.7928,11,1
49,20,0,27,7,1,2.4135,11,1
50,20,0,61,58,1,1.397,11,1
51,20,0,31,122,0,2.4325,11,1
52,20,0,21,7,0,1.2992,11,1
53,20,0,31,7,1,1.1069,11,1
54,20,0,23,1,1,2.0674,11,1
55,20,0,21,31,0,1.4464,11,1
56,20,0,31,13,1,1.2151,11,1
57,20,0,21,58,0,2.0269,11,1
58,20,0,25,1,1,1.8696,11,1
59,20,0,45,13,1,1.2453,11,1
60,20,0,51,31,1,1.1977,11,1
61,20,0,69,1,1,1.0186,11,1
62,20,0,57,122,1,1.9035,11,1
63,20,0,37,13,1,1.4747,11,1
64,20,0,57,31,1,1.3703,11,1
65,20,0,51,13,1,1.5329,11,1
66,20,0,33,13,1,1.674,11,1
67,20,0,23,13,1,2.1456,11,1
68,20,0,51,7,1,1.1789,11,1
69,20,0,23,7,0,2.3201,11,1
70,20,0,77,58,1,1.2714,11,1
71,20,0,23,122,0,1.9422,11,1
72,20,0,77,122,1,2.165,11,1
73,20,0,77,1,1,1.3724,11,1
74,20,0,51,58,1,1.595,11,1
75,20,0,69,58,1,1.277,11,1
76,20,0,57,1,1,1.4445,11,1
77,20,0,41,122,0,1.7007,11,1
78,20,0,29,1,1,1.3192,11,1
79,20,0,51,122,1,2.1607,11,1
80,20,0,37,7,1,2.5645,11,1
81,20,0,21,31,0,3.1686,11,1
82,20,0,21,122,0,1.3341,11,1
83,20,0,45,122,1,1.357,11,1
84,20,0,29,13,1,1.4047,11,1
85,20,0,21,7,0,1.9433,11,1
86,20,0,57,58,1,1.1144,11,1
87,20,0,37,122,1,3.6039,11,1
88,20,0,25,13,1,1.7471,11,1
89,20,0,27,31,1,2.5267,11,1
90,20,0,25,58,0,1.7318,11,1
91,20,0,31,58,1,3.4585,11,1
92,20,0,41,1,1,0.8916,11,1
93,20,0,21,13,0,2.3943,11,1
94,20,0,27,13,1,1.2866,11,1
95,20,0,77,31,1,1.396,11,1
96,20,0,61,13,1,1.2093,11,1
1,20,0,25,120,1,1.5362,3,1
2,20,0,20.6,8,0,1.5271,3,1
3,20,0,25,30,1,1.037,3,1
4,20,0,71,14,1,0.7011,3,1
5,20,0,27.4,8,1,0.5176,3,1
6,20,0,75,120,1,0.607,3,1
7,20,0,36.2,60,1,0.5872,3,1
8,20,0,20.6,3,0,1.1273,3,1
9,20,0,47,3,1,0.8046,3,1
10,20,0,28.6,8,1,0.7467,3,1
11,20,0,58,120,1,0.7223,3,1
12,20,0,25,3,1,0.8669,3,1
13,20,0,47,120,1,0.6663,3,1
14,20,0,71,30,1,0.6431,3,1
15,20,0,32,120,1,0.9204,3,1
16,20,0,58,8,1,0.7277,3,1
17,20,0,28.6,3,1,0.6972,3,1
18,20,0,49,3,1,0.6679,3,1
19,20,0,28.6,120,1,0.8022,3,1
20,20,0,35,60,1,0.7634,3,1
21,20,0,28.6,14,1,0.9448,3,1
22,20,0,49,14,1,0.9686,3,1
23,20,0,23,120,0,1.4039,3,1
24,20,0,75,60,1,0.7403,3,1
25,20,0,40.6,14,1,0.7047,3,1
26,20,0,71,8,1,0.7251,3,1
27,20,0,49,120,1,0.5918,3,1
28,20,0,32,3,1,1.2357,3,1
29,20,0,36.2,3,1,0.7742,3,1
30,20,0,47,30,1,0.5883,3,1
31,20,0,75,14,1,0.705,3,1
32,20,0,60,120,1,0.5905,3,1
33,20,0,75,3,1,0.9251,3,1
34,20,0,47,8,1,0.6547,3,1
35,20,0,32,30,1,0.6698,3,1
36,20,0,32,14,1,0.8984,3,1
37,20,0,40.6,60,1,0.8959,3,1
38,20,0,40.6,3,1,1.4355,3,1
39,20,0,20.6,30,0,1.2668,3,1
40,20,0,28.6,60,1,1.2985,3,1
41,20,0,49,30,1,0.8006,3,1
42,20,0,49,60,1,0.731,3,1
43,20,0,27.4,60,1,1.8444,3,1
44,20,0,75,30,1,0.8332,3,1
45,20,0,32,60,1,0.7528,3,1
46,20,0,36.2,8,1,0.8718,3,1
47,20,0,21.6,8,0,0.9454,3,1
48,20,0,58,60,1,0.815,3,1
49,20,0,27.4,120,1,0.5704,3,1
50,20,0,71,120,1,0.8563,3,1
51,20,0,71,3,1,0.5848,3,1
52,20,0,35,30,1,1.4028,3,1
53,20,0,25,14,1,1.3327,3,1
54,20,0,47,60,1,0.6399,3,1
55,20,0,21.6,60,0,0.7897,3,1
56,20,0,20.6,120,0,1.1659,3,1
57,20,0,35,3,1,0.9822,3,1
58,20,0,23,3,1,0.7272,3,1
59,20,0,25,60,1,0.6351,3,1
60,20,0,20.6,14,1,0.6994,3,1
61,20,0,27.4,14,1,1.4695,3,1
62,20,0,58,30,1,0.6279,3,1
63,20,0,60,30,1,0.9772,3,1
64,20,0,20.6,60,0,0.9757,3,1
65,20,0,35,8,1,0.8427,3,1
66,20,0,25,8,1,0.6957,3,1
67,20,0,75,8,1,0.8651,3,1
68,20,0,27.4,3,1,0.7787,3,1
69,20,0,36.2,30,1,0.6808,3,1
70,20,0,23,30,0,1.5985,3,1
71,20,0,60,8,1,0.9707,3,1
72,20,0,36.2,14,1,0.5774,3,1
73,20,0,36.2,120,1,0.6001,3,1
74,20,0,71,60,1,0.6891,3,1
75,20,0,40.6,8,1,0.5881,3,1
76,20,0,35,120,1,0.5436,3,1
77,20,0,32,8,1,0.89,3,1
78,20,0,21.6,30,0,1.1495,3,1
79,20,0,58,14,1,1.1739,3,1
80,20,0,28.6,30,1,1.2228,3,1
81,20,0,21.6,14,0,1.0143,3,1
82,20,0,23,14,1,1.4793,3,1
83,20,0,21.6,120,0,1.0105,3,1
84,20,0,40.6,120,1,0.7523,3,1
85,20,0,60,3,1,0.6908,3,1
86,20,0,23,60,1,1.0564,3,1
87,20,0,35,14,1,0.8491,3,1
88,20,0,60,14,1,0.7018,3,1
89,20,0,47,14,1,0.6942,3,1
90,20,0,21.6,3,0,0.9273,3,1
91,20,0,40.6,30,1,0.8038,3,1
92,20,0,60,60,1,0.9465,3,1
93,20,0,49,8,1,0.8508,3,1
94,20,0,58,3,1,0.8498,3,1
95,20,0,27.4,30,1,1.3831,3,1
96,20,0,23,8,1,1.4851,3,1
1,20,0,41.4,118,1,1.8494,27,1
2,20,0,56,2,1,2.8628,27,1
3,20,0,20.4,62,0,2.3636,27,1
4,20,0,76,6,1,2.7617,27,1
5,20,0,50,118,0,3.6336,27,1
6,20,0,24,118,0,3.5398,27,1
7,20,0,20.4,6,0,2.7618,27,1
8,20,0,70,29,1,2.6037,27,1
9,20,0,29.4,29,1,3.4944,27,1
10,20,0,21.6,2,0,5.3161,27,1
11,20,0,21.6,118,0,2.4205,27,1
12,20,0,62,118,1,2.5324,27,1
13,20,0,76,15,1,2.2108,27,1
14,20,0,46,6,1,2.3264,27,1
15,20,0,36.6,15,1,1.8872,27,1
16,20,0,70,6,1,1.6974,27,1
17,20,0,24,118,0,2.7522,27,1
18,20,0,24,15,0,3.8836,27,1
19,20,0,62,62,1,4.2489,27,1
20,20,0,50,6,1,2.4288,27,1
21,20,0,24,2,1,3.3898,27,1
22,20,0,21.6,6,0,2.4475,27,1
23,20,0,70,62,1,2.751,27,1
24,20,0,56,15,1,1.6716,27,1
25,20,0,24,2,1,3.4381,27,1
26,20,0,30,118,0,3.4822,27,1
27,20,0,21.6,29,0,3.0373,27,1
28,20,0,62,15,1,1.8305,27,1
29,20,0,50,2,1,2.1341,27,1
30,20,0,56,62,1,2.8148,27,1
31,20,0,30,62,1,5.6897,27,1
32,20,0,70,118,1,2.6994,27,1
33,20,0,70,2,1,1.4427,27,1
34,20,0,29.4,118,0,2.0457,27,1
35,20,0,46,29,1,2.7961,27,1
36,20,0,34,2,1,3.2687,27,1
37,20,0,30,29,1,2.9173,27,1
38,20,0,50,15,1,2.1461,27,1
39,20,0,20.4,118,0,2.3857,27,1
40,20,0,50,62,1,2.4499,27,1
41,20,0,70,15,1,2.0833,27,1
42,20,0,76,29,1,1.8838,27,1
43,20,0,34,15,1,2.6021,27,1
44,20,0,29.4,15,1,2.6098,27,1
45,20,0,24,62,0,4.3544,27,1
46,20,0,34,29,1,4.8002,27,1
47,20,0,24,15,0,4.384,27,1
48,20,0,34,118,0,2.5606,27,1
49,20,0,36.6,118,1,6.6633,27,1
50,20,0,46,2,1,3.4114,27,1
51,20,0,56,29,1,1.5368,27,1
52,20,0,26.6,15,1,1.8798,27,1
53,20,0,41.4,29,1,3.2277,27,1
54,20,0,30,2,1,1.7927,27,1
55,20,0,30,15,1,2.874,27,1
56,20,0,76,62,1,2.573,27,1
57,20,0,56,6,1,2.6816,27,1
58,20,0,24,62,0,2.9464,27,1
59,20,0,26.6,62,0,3.002,27,1
60,20,0,62,6,1,3.182,27,1
61,20,0,21.6,15,0,2.8319,27,1
62,20,0,24,29,0,4.4905,27,1
63,20,0,62,2,1,3.7581,27,1
64,20,0,24,6,1,6.6928,27,1
65,20,0,50,29,1,2.2308,27,1
66,20,0,34,6,1,1.7455,27,1
67,20,0,29.4,6,1,2.5214,27,1
68,20,0,34,62,1,4.8757,27,1
69,20,0,24,6,1,3.5966,27,1
70,20,0,20.4,2,0,1.9651,27,1
71,20,0,24,29,0,4.379,27,1
72,20,0,46,15,1,1.7336,27,1
73,20,0,41.4,15,1,2.6263,27,1
74,20,0,20.4,15,0,1.8298,27,1
75,20,0,36.6,6,1,2.6759,27,1
76,20,0,41.4,2,1,1.5204,27,1
77,20,0,26.6,118,0,4.2891,27,1
78,20,0,29.4,2,1,5.412,27,1
79,20,0,36.6,62,1,5.3969,27,1
80,20,0,41.4,62,1,2.3542,27,1
81,20,0,41.4,6,1,1.403,27,1
82,20,0,36.6,2,1,2.0851,27,1
83,20,0,36.6,29,1,4.76,27,1
84,20,0,76,118,1,2.4738,27,1
85,20,0,56,118,1,3.2083,27,1
86,20,0,46,118,1,2.7126,27,1
87,20,0,30,6,1,3.1002,27,1
88,20,0,62,29,1,2.763,27,1
89,20,0,21.6,62,0,2.3422,27,1
90,20,0,29.4,62,1,4.7684,27,1
91,20,0,46,62,1,5.0717,27,1
92,20,0,20.4,29,0,5.1959,27,1
93,20,0,76,2,1,1.9578,27,1
94,20,0,26.6,29,0,4.2229,27,1
95,20,0,26.6,2,1,1.7973,27,1
96,20,0,26.6,6,1,3.625,27,1
1,20,0,77,13,1,7.7892,15,1
2,20,0,21,1,0,2.5869,15,1
3,20,0,45,7,1,1.6231,15,1
4,20,0,77,58,0,2.4613,15,1
5,20,0,29,13,0,3.1852,15,1
6,20,0,25,1,1,1.5553,15,1
7,20,0,27,31,0,2.3749,15,1
8,20,0,37,58,0,1.7691,15,1
9,20,0,31,31,0,1.8488,15,1
10,20,0,31,58,0,1.5108,15,1
11,20,0,69,122,0,1.9163,15,1
12,20,0,61,58,0,1.8533,15,1
13,20,0,31,7,1,3.4557,15,1
14,20,0,33,1,1,2.4282,15,1
15,20,0,21,7,0,2.4464,15,1
16,20,0,57,7,1,1.5547,15,1
17,20,0,21,31,0,1.4946,15,1
18,20,0,69,13,1,1.8526,15,1
19,20,0,37,31,0,1.4598,15,1
20,20,0,77,122,0,2.9269,15,1
21,20,0,21,122,0,1.7885,15,1
22,20,0,57,122,0,1.4335,15,1
23,20,0,21,13,0,1.4924,15,1
24,20,0,45,58,0,2.7899,15,1
25,20,0,33,58,0,1.5813,15,1
26,20,0,41,58,0,2.0037,15,1
27,20,0,69,1,1,1.5589,15,1
28,20,0,33,13,1,3.6454,15,1
29,20,0,77,1,1,1.297,15,1
30,20,0,21,1,0,1.3445,15,1
31,20,0,37,13,1,1.8885,15,1
32,20,0,25,122,0,1.3386,15,1
33,20,0,51,1,1,1.0023,15,1
34,20,0,41,1,1,1.6321,15,1
35,20,0,61,122,0,2.619,15,1
36,20,0,57,31,0,1.3387,15,1
37,20,0,25,58,0,3.1718,15,1
38,20,0,37,7,1,1.3474,15,1
39,20,0,41,13,1,1.3259,15,1
40,20,0,23,1,1,1.342,15,1
41,20,0,33,31,1,2.3283,15,1
42,20,0,57,13,1,1.118,15,1
43,20,0,41,31,0,1.222,15,1
44,20,0,25,31,0,2.1089,15,1
45,20,0,29,31,0,2.109,15,1
46,20,0,33,122,0,1.6755,15,1
47,20,0,77,31,1,1.9101,15,1
48,20,0,69,31,1,3.1807,15,1
49,20,0,21,13,0,2.6965,15,1
50,20,0,61,31,1,2.6176,15,1
51,20,0,29,7,1,1.2584,15,1
52,20,0,21,122,0,1.4109,15,1
53,20,0,51,7,1,1.3321,15,1
54,20,0,21,58,0,1.3439,15,1
55,20,0,21,31,0,1.0854,15,1
56,20,0,29,122,0,1.0913,15,1
57,20,0,27,58,0,1.8423,15,1
58,20,0,51,31,1,2.9496,15,1
59,20,0,27,122,0,1.3182,15,1
60,20,0,37,122,0,1.4264,15,1
61,20,0,61,7,1,1.177,15,1
62,20,0,27,1,1,1.5391,15,1
63,20,0,29,1,1,1.3505,15,1
64,20,0,61,1,1,0.8474,15,1
65,20,0,25,13,1,2.8117,15,1
66,20,0,69,7,1,1.3137,15,1
67,20,0,45,1,1,1.304,15,1
68,20,0,33,7,1,1.3441,15,1
69,20,0,69,58,1,1.0823,15,1
70,20,0,27,7,1,2.7794,15,1
71,20,0,31,13,1,2.506,15,1
72,20,0,45,122,0,1.3295,15,1
73,20,0,31,1,1,1.8678,15,1
74,20,0,23,58,0,1.2082,15,1
75,20,0,25,7,1,1.9017,15,1
76,20,0,57,1,1,2.1823,15,1
77,20,0,45,13,1,1.5149,15,1
78,20,0,31,122,0,1.5527,15,1
79,20,0,23,31,0,2.5165,15,1
80,20,0,57,58,0,2.0939,15,1
81,20,0,27,13,1,2.8736,15,1
82,20,0,23,7,0,2.4472,15,1
83,20,0,41,7,1,1.7307,15,1
84,20,0,41,122,0,1.9248,15,1
85,20,0,37,1,1,1.341,15,1
86,20,0,29,58,0,3.8708,15,1
87,20,0,21,58,0,1.8398,15,1
88,20,0,51,122,0,1.8249,15,1
89,20,0,51,13,1,2.254,15,1
90,20,0,77,7,1,1.3244,15,1
91,20,0,45,31,0,3.9289,15,1
92,20,0,23,13,0,2.5959,15,1
93,20,0,21,7,0,2.2939,15,1
94,20,0,61,13,1,1.5561,15,1
95,20,0,23,122,0,1.6456,15,1
96,20,0,51,58,0,1.6038,15,1
1,20,0,24,6,1,8.4177,31,1
2,20,0,46,15,1,3.6131,31,1
3,20,0,24,15,1,2.2974,31,1
4,20,0,56,29,1,2.8613,31,1
5,20,0,50,6,1,1.5913,31,1
6,20,0,29.4,15,1,2.1508,31,1
7,20,0,36.6,62,0,3.059,31,1
8,20,0,56,15,1,1.3277,31,1
9,20,0,70,118,0,2.1757,31,1
10,20,0,41.4,6,1,1.4971,31,1
11,20,0,36.6,15,1,1.9506,31,1
12,20,0,24,2,1,1.6764,31,1
13,20,0,29.4,62,0,2.5116,31,1
14,20,0,20.4,2,0,2.5676,31,1
15,20,0,50,2,1,1.88,31,1
16,20,0,30,62,0,2.5476,31,1
17,20,0,29.4,29,0,2.9196,31,1
18,20,0,36.6,29,1,2.0963,31,1
19,20,0,26.6,29,0,1.6182,31,1
20,20,0,76,62,1,4.2419,31,1
21,20,0,24,29,0,2.4998,31,1
22,20,0,70,15,1,1.2424,31,1
23,20,0,34,29,1,3.4875,31,1
24,20,0,20.4,15,0,1.2519,31,1
25,20,0,76,6,1,1.8443,31,1
26,20,0,24,15,0,3.6017,31,1
27,20,0,26.6,15,0,3.1561,31,1
28,20,0,24,118,0,1.5275,31,1
29,20,0,56,6,1,1.9997,31,1
30,20,0,24,2,1,1.2767,31,1
31,20,0,24,62,0,5.4957,31,1
32,20,0,20.4,62,0,1.6061,31,1
33,20,0,30,118,0,1.9473,31,1
34,20,0,34,15,1,5.6827,31,1
35,20,0,26.6,2,0,1.7426,31,1
36,20,0,30,6,1,2.7445,31,1
37,20,0,26.6,62,0,2.9428,31,1
38,20,0,34,62,1,3.0935,31,1
39,20,0,26.6,6,1,3.3006,31,1
40,20,0,21.6,6,0,3.0141,31,1
41,20,0,56,118,0,0.9717,31,1
42,20,0,70,6,1,1.3614,31,1
43,20,0,20.4,118,0,1.9314,31,1
44,20,0,24,118,0,1.3502,31,1
45,20,0,62,2,1,1.8507,31,1
46,20,0,21.6,29,0,1.4096,31,1
47,20,0,76,2,1,1.1716,31,1
48,20,0,34,118,0,1.0756,31,1
49,20,0,41.4,118,0,1.2054,31,1
50,20,0,26.6,118,0,1.5147,31,1
51,20,0,36.6,6,1,3.3311,31,1
52,20,0,76,118,0,1.2894,31,1
53,20,0,20.4,29,0,1.2617,31,1
54,20,0,62,6,1,1.2063,31,1
55,20,0,36.6,2,1,1.7458,31,1
56,20,0,30,29,0,4.0607,31,1
57,20,0,41.4,15,1,2.1591,31,1
58,20,0,24,29,0,2.6045,31,1
59,20,0,70,2,1,1.1024,31,1
60,20,0,56,62,0,2.4916,31,1
61,20,0,30,15,1,2.3043,31,1
62,20,0,50,29,1,3.2324,31,1
63,20,0,30,2,1,1.3812,31,1
64,20,0,34,6,1,1.6144,31,1
65,20,0,34,2,1,2.6414,31,1
66,20,0,29.4,118,0,1.12,31,1
67,20,0,62,15,1,1.3216,31,1
68,20,0,36.6,118,0,1.621,31,1
69,20,0,46,6,1,1.2937,31,1
70,20,0,21.6,15,0,1.6113,31,1
71,20,0,29.4,6,1,3.1224,31,1
72,20,0,46,118,0,1.0914,31,1
73,20,0,50,62,0,2.8606,31,1
74,20,0,76,15,1,1.6395,31,1
75,20,0,70,29,1,1.3944,31,1
76,20,0,46,62,0,1.5462,31,1
77,20,0,56,2,1,1.5441,31,1
78,20,0,41.4,29,1,2.9431,31,1
79,20,0,62,29,1,2.3401,31,1
80,20,0,21.6,118,0,2.1453,31,1
81,20,0,46,2,1,0.828,31,1
82,20,0,50,118,0,1.0268,31,1
83,20,0,24,6,1,1.1526,31,1
84,20,0,24,62,1,1.7412,31,1
85,20,0,21.6,2,0,3.3164,31,1
86,20,0,62,118,0,1.3876,31,1
87,20,0,50,15,1,1.2997,31,1
88,20,0,62,62,1,4.6121,31,1
89,20,0,76,29,1,1.9713,31,1
90,20,0,41.4,2,1,1.3434,31,1
91,20,0,46,29,1,1.9232,31,1
92,20,0,21.6,62,0,1.98,31,1
93,20,0,20.4,6,0,1.3703,31,1
94,20,0,41.4,62,0,3.8914,31,1
95,20,0,70,62,1,2.4752,31,1
96,20,0,29.4,2,1,2.0778,31,1
1,20,0,56,29,1,7.9258,7,1
2,20,0,36.6,62,1,1.9557,7,1
3,20,0,26.6,118,1,1.9721,7,1
4,20,0,24,29,1,1.1964,7,1
5,20,0,70,118,1,1.2094,7,1
6,20,0,34,118,1,1.3243,7,1
7,20,0,62,15,1,1.3716,7,1
8,20,0,30,118,1,1.2003,7,1
9,20,0,29.4,6,1,1.722,7,1
10,20,0,56,2,1,2.336,7,1
11,20,0,70,62,1,0.7433,7,1
12,20,0,50,6,1,0.6842,7,1
13,20,0,29.4,62,1,0.6586,7,1
14,20,0,50,62,1,0.7415,7,1
15,20,0,41.4,62,1,0.8404,7,1
16,20,0,34,2,1,0.5902,7,1
17,20,0,41.4,2,1,0.847,7,1
18,20,0,34,29,1,0.6369,7,1
19,20,0,34,62,1,0.7263,7,1
20,20,0,56,6,1,0.6311,7,1
21,20,0,76,62,1,0.5261,7,1
22,20,0,36.6,15,1,0.4355,7,1
23,20,0,29.4,118,1,1.2552,7,1
24,20,0,41.4,6,1,0.7906,7,1
25,20,0,41.4,15,1,1.3745,7,1
26,20,0,36.6,118,1,0.8755,7,1
27,20,0,30,2,1,0.5351,7,1
28,20,0,29.4,15,1,0.359,7,1
29,20,0,24,118,1,0.6237,7,1
30,20,0,50,29,1,0.4737,7,1
31,20,0,24,118,1,0.5831,7,1
32,20,0,76,6,1,0.9422,7,1
33,20,0,24,6,1,1.0129,7,1
34,20,0,62,29,1,0.9788,7,1
35,20,0,46,118,1,0.6654,7,1
36,20,0,62,2,1,0.5391,7,1
37,20,0,36.6,29,1,0.5995,7,1
38,20,0,29.4,2,1,0.4472,7,1
39,20,0,46,29,1,0.6185,7,1
40,20,0,62,6,1,0.818,7,1
41,20,0,24,62,1,0.6031,7,1
42,20,0,76,118,1,0.5697,7,1
43,20,0,41.4,29,1,0.4867,7,1
44,20,0,46,6,1,0.4428,7,1
45,20,0,21.6,62,1,0.4883,7,1
46,20,0,21.6,118,1,0.374,7,1
47,20,0,50,15,1,0.7927,7,1
48,20,0,24,6,1,0.7679,7,1
49,20,0,21.6,6,1,0.5983,7,1
50,20,0,24,62,1,0.8569,7,1
51,20,0,30,62,1,0.9471,7,1
52,20,0,76,2,1,0.7101,7,1
53,20,0,24,15,1,0.8907,7,1
54,20,0,20.4,62,0,1.5074,7,1
55,20,0,36.6,2,1,0.8878,7,1
56,20,0,56,118,1,0.9745,7,1
57,20,0,24,2,1,1.6804,7,1
58,20,0,29.4,29,1,1.1856,7,1
59,20,0,20.4,29,1,1.4923,7,1
60,20,0,36.6,6,1,0.9036,7,1
61,20,0,30,6,1,0.8334,7,1
62,20,0,62,62,1,1.5828,7,1
63,20,0,46,2,1,0.8732,7,1
64,20,0,21.6,15,1,1.4584,7,1
65,20,0,21.6,2,1,0.7549,7,1
66,20,0,34,15,1,0.5617,7,1
67,20,0,21.6,29,1,0.6616,7,1
68,20,0,24,29,1,0.7883,7,1
69,20,0,70,2,1,0.7518,7,1
70,20,0,56,15,1,0.7455,7,1
71,20,0,26.6,15,1,0.7674,7,1
72,20,0,56,62,1,0.6885,7,1
73,20,0,26.6,29,1,1.9905,7,1
74,20,0,26.6,62,1,0.8924,7,1
75,20,0,24,15,1,1.1809,7,1
76,20,0,26.6,6,1,0.8368,7,1
77,20,0,70,6,1,0.7119,7,1
78,20,0,26.6,2,1,0.7471,7,1
79,20,0,50,2,1,0.6232,7,1
80,20,0,76,29,1,0.9461,7,1
81,20,0,70,15,1,0.5821,7,1
82,20,0,20.4,118,0,1.0957,7,1
83,20,0,70,29,1,0.6195,7,1
84,20,0,30,15,1,0.5765,7,1
85,20,0,34,6,1,0.5273,7,1
86,20,0,30,29,1,0.8453,7,1
87,20,0,50,118,1,0.8818,7,1
88,20,0,20.4,15,1,2.8227,7,1
89,20,0,20.4,6,1,1.2018,7,1
90,20,0,20.4,2,1,1.0788,7,1
91,20,0,62,118,1,0.7218,7,1
92,20,0,76,15,1,0.6696,7,1
93,20,0,46,15,1,0.6878,7,1
94,20,0,46,62,1,1.058,7,1
95,20,0,24,2,0,0.8499,7,1
96,20,0,41.4,118,1,1.0376,7,1
1,20,0,46,62,1,10.5816,19,1
2,20,0,24,6,0,2.8161,19,1
3,20,0,20.4,15,0,2.6429,19,1
4,20,0,76,6,1,1.7291,19,1
5,20,0,76,118,1,3.1384,19,1
6,20,0,30,15,1,1.2826,19,1
7,20,0,56,15,1,2.0243,19,1
8,20,0,26.6,118,0,2.2438,19,1
9,20,0,50,118,1,2.1263,19,1
10,20,0,21.6,15,0,2.2311,19,1
11,20,0,24,15,0,1.9194,19,1
