Trial Number,value now,Delay,Value later,Value later delay,Response,reaction time,SubID,Cond
31,20,0,25,3,0,1.630002618,22,2
32,20,0,25,14,0,1.429610252,22,2
33,20,0,25,8,0,1.785893917,22,2
34,20,0,32,120,0,1.900019526,22,2
35,20,0,47,120,0,1.675310373,22,2
36,20,0,40.6,60,0,1.585971594,22,2
37,20,0,36.2,8,0,1.295490742,22,2
38,20,0,32,60,0,1.472981095,22,2
39,20,0,75,3,1,3.729919434,22,2
40,20,0,49,30,0,1.89834404,22,2
41,20,0,35,3,0,2.078056574,22,2
42,20,0,49,8,0,1.340653419,22,2
43,20,0,23,60,0,1.452119946,22,2
44,20,0,20.6,3,0,1.627017379,22,2
45,20,0,23,3,0,1.58562839,22,2
46,20,0,71,3,1,2.165922165,22,2
47,20,0,27.4,60,0,1.384618998,22,2
48,20,0,60,60,0,1.808719397,22,2
49,20,0,28.6,120,0,1.742817998,22,2
50,20,0,35,8,0,1.720479369,22,2
51,20,0,58,30,0,2.458622217,22,2
52,20,0,32,3,0,3.643236876,22,2
53,20,0,32,8,0,1.272404909,22,2
54,20,0,47,3,0,2.145253897,22,2
55,20,0,49,3,0,3.351102591,22,2
56,20,0,60,3,1,1.853585124,22,2
57,20,0,28.6,14,0,1.519396424,22,2
58,20,0,75,60,0,1.675616741,22,2
59,20,0,58,3,1,4.377416134,22,2
60,20,0,20.6,14,0,1.765591145,22,2
61,20,0,35,120,0,1.607478499,22,2
62,20,0,47,30,0,1.517854452,22,2
63,20,0,25,60,0,1.607931614,22,2
64,20,0,27.4,14,0,1.451305389,22,2
65,20,0,21.5,30,0,1.228489637,22,2
66,20,0,28.6,60,0,1.585301638,22,2
67,20,0,36.2,14,0,1.384159327,22,2
68,20,0,25,120,0,1.497604966,22,2
69,20,0,35,30,0,1.921575546,22,2
70,20,0,36.2,3,0,1.365617037,22,2
71,20,0,40.6,120,0,1.27191174,22,2
72,20,0,27.4,30,0,1.205946922,22,2
73,20,0,71,14,0,1.743127227,22,2
74,20,0,23,30,0,1.586005449,22,2
75,20,0,60,14,0,1.854436874,22,2
76,20,0,20.6,8,0,1.405837536,22,2
77,20,0,21.5,8,0,1.228672504,22,2
78,20,0,47,60,0,1.476479411,22,2
79,20,0,36.2,60,0,1.161697507,22,2
80,20,0,40.6,3,0,2.389951468,22,2
81,20,0,40.6,8,0,1.564079523,22,2
82,20,0,35,60,0,1.294321895,22,2
83,20,0,58,60,0,1.274946094,22,2
84,20,0,60,8,0,1.520109415,22,2
85,20,0,21.5,3,0,1.876335979,22,2
86,20,0,71,30,0,1.362552285,22,2
87,20,0,58,8,0,1.295209408,22,2
88,20,0,75,120,0,1.386694074,22,2
89,20,0,20.6,120,0,1.362395287,22,2
90,20,0,21.5,14,0,1.273385882,22,2
91,20,0,60,30,0,1.340585709,22,2
92,20,0,32,30,0,1.497234464,22,2
93,20,0,36.2,30,0,1.361375928,22,2
94,20,0,49,14,0,1.363558769,22,2
95,20,0,60,120,0,1.696035028,22,2
96,20,0,28.6,30,0,1.430525541,22,2
1,20,0,58,14,1,3.017934561,30,2
2,20,0,49,60,0,3.083132505,30,2
3,20,0,40.6,14,0,3.842786551,30,2
4,20,0,27.4,3,1,2.448892832,30,2
5,20,0,20.6,30,0,2.036642551,30,2
6,20,0,25,30,0,2.535620928,30,2
7,20,0,47,8,1,9.095139503,30,2
8,20,0,21.5,60,0,2.213194132,30,2
9,20,0,75,14,1,1.998306513,30,2
10,20,0,36.2,120,0,2.546238184,30,2
11,20,0,71,60,0,10.58741856,30,2
12,20,0,23,14,0,3.607547045,30,2
13,20,0,32,14,0,3.407142639,30,2
14,20,0,40.6,30,0,1.919374824,30,2
15,20,0,23,120,0,2.13198328,30,2
16,20,0,21.5,120,0,2.176871777,30,2
17,20,0,49,120,0,3.67685318,30,2
18,20,0,35,14,1,2.392079592,30,2
19,20,0,71,120,1,9.920863152,30,2
20,20,0,27.4,120,0,2.858547688,30,2
21,20,0,23,8,0,2.765292168,30,2
22,20,0,28.6,8,1,2.748018503,30,2
23,20,0,20.6,60,0,2.210412979,30,2
24,20,0,75,30,1,1.607863784,30,2
25,20,0,71,8,1,1.688545227,30,2
26,20,0,28.6,3,1,2.121391296,30,2
27,20,0,75,8,1,1.675816059,30,2
28,20,0,27.4,8,1,2.43872118,30,2
29,20,0,58,120,1,11.09164238,30,2
30,20,0,47,14,1,1.442528486,30,2
31,20,0,25,3,1,1.789549232,30,2
32,20,0,25,14,1,8.634736061,30,2
33,20,0,25,8,1,2.481245995,30,2
34,20,0,32,120,0,1.685613275,30,2
35,20,0,47,120,0,1.795680642,30,2
36,20,0,40.6,60,0,1.854090095,30,2
37,20,0,36.2,8,1,2.467473269,30,2
38,20,0,32,60,0,2.112946272,30,2
39,20,0,75,3,1,1.475030541,30,2
40,20,0,49,30,1,5.113387585,30,2
41,20,0,35,3,1,1.923677802,30,2
42,20,0,49,8,1,2.043936491,30,2
43,20,0,23,60,0,2.113163948,30,2
44,20,0,20.6,3,0,1.90978837,30,2
45,20,0,23,3,0,2.165497303,30,2
46,20,0,71,3,1,1.922139168,30,2
47,20,0,27.4,60,0,1.840870023,30,2
48,20,0,60,60,1,4.691279888,30,2
49,20,0,28.6,120,0,2.481174231,30,2
50,20,0,35,8,1,1.472685933,30,2
51,20,0,58,30,1,2.95053196,30,2
52,20,0,32,3,1,1.843729019,30,2
53,20,0,32,8,0,4.301780701,30,2
54,20,0,47,3,1,1.619890809,30,2
55,20,0,49,3,1,2.032873154,30,2
56,20,0,60,3,1,1.75380373,30,2
57,20,0,28.6,14,0,5.821052551,30,2
58,20,0,75,60,1,1.624177456,30,2
59,20,0,58,3,1,1.44066608,30,2
60,20,0,20.6,14,0,2.244297743,30,2
61,20,0,35,120,0,2.077651501,30,2
62,20,0,47,30,1,3.206897259,30,2
63,20,0,25,60,0,2.244980335,30,2
64,20,0,27.4,14,1,2.857836008,30,2
65,20,0,21.5,30,0,2.103103876,30,2
66,20,0,28.6,60,0,1.877100468,30,2
67,20,0,36.2,14,0,2.300578117,30,2
68,20,0,25,120,0,1.888493299,30,2
69,20,0,35,30,1,2.140574217,30,2
70,20,0,36.2,3,1,1.923546553,30,2
71,20,0,40.6,120,0,2.334914923,30,2
72,20,0,27.4,30,0,2.717215061,30,2
73,20,0,71,14,1,1.708493114,30,2
74,20,0,23,30,0,3.214946985,30,2
75,20,0,60,14,1,2.535523891,30,2
76,20,0,20.6,8,0,1.428737521,30,2
77,20,0,21.5,8,0,1.587115407,30,2
78,20,0,47,60,1,4.444347382,30,2
79,20,0,36.2,60,0,2.460287333,30,2
80,20,0,40.6,3,1,1.527270913,30,2
81,20,0,40.6,8,1,1.485444307,30,2
82,20,0,35,60,1,2.735358715,30,2
83,20,0,58,60,1,4.065759659,30,2
84,20,0,60,8,1,1.105514646,30,2
85,20,0,21.5,3,0,2.346645832,30,2
86,20,0,71,30,1,2.681911707,30,2
87,20,0,58,8,1,1.753882408,30,2
88,20,0,75,120,0,1.508013487,30,2
89,20,0,20.6,120,0,1.830845475,30,2
90,20,0,21.5,14,0,2.054270029,30,2
91,20,0,60,30,1,1.808185697,30,2
92,20,0,32,30,0,1.751052618,30,2
93,20,0,36.2,30,0,1.839146614,30,2
94,20,0,49,14,0,2.29972744,30,2
95,20,0,60,120,0,1.763957858,30,2
96,20,0,28.6,30,0,1.876471043,30,2
1,20,0,58,14,1,4.153885365,16,2
2,20,0,49,60,0,16.39485931,16,2
3,20,0,40.6,14,0,15.7725172,16,2
4,20,0,27.4,3,0,7.728891373,16,2
5,20,0,20.6,30,0,3.863331318,16,2
6,20,0,25,30,0,3.574486732,16,2
7,20,0,47,8,1,7.12584734,16,2
8,20,0,21.5,60,0,2.925978661,16,2
9,20,0,75,14,1,4.648305893,16,2
10,20,0,36.2,120,0,3.528694153,16,2
11,20,0,71,60,0,3.451677799,16,2
12,20,0,23,14,0,3.105270624,16,2
13,20,0,32,14,0,4.893210411,16,2
14,20,0,40.6,30,0,3.507806778,16,2
15,20,0,23,120,0,2.680856228,16,2
16,20,0,21.5,120,0,6.142969608,16,2
17,20,0,49,120,0,3.462764025,16,2
18,20,0,35,14,0,3.349391699,16,2
19,20,0,71,120,0,3.796730042,16,2
20,20,0,27.4,120,0,2.725963831,16,2
21,20,0,23,8,0,2.948611021,16,2
22,20,0,28.6,8,0,4.089673519,16,2
23,20,0,20.6,60,0,4.837482929,16,2
24,20,0,75,30,0,6.099049091,16,2
25,20,0,71,8,1,2.748716593,16,2
26,20,0,28.6,3,0,3.387295246,16,2
27,20,0,75,8,1,2.747451782,16,2
28,20,0,27.4,8,0,2.633767843,16,2
29,20,0,58,120,0,3.351867199,16,2
30,20,0,47,14,0,9.685587883,16,2
31,20,0,25,3,0,5.787592411,16,2
32,20,0,25,14,0,4.087882042,16,2
33,20,0,25,8,0,2.479574442,16,2
34,20,0,32,120,0,3.17394352,16,2
35,20,0,47,120,0,1.449824452,16,2
36,20,0,40.6,60,0,1.496554852,16,2
37,20,0,36.2,8,0,2.1001091,16,2
38,20,0,32,60,0,2.792979002,16,2
39,20,0,75,3,1,1.921383619,16,2
40,20,0,49,30,0,2.076791286,16,2
41,20,0,35,3,1,2.390165806,16,2
42,20,0,49,8,1,2.211089611,16,2
43,20,0,23,60,0,2.233947277,16,2
44,20,0,20.6,3,0,2.145543098,16,2
45,20,0,23,3,0,2.435705662,16,2
46,20,0,71,3,1,2.257542372,16,2
47,20,0,27.4,60,0,2.614226341,16,2
48,20,0,60,60,0,3.731174231,16,2
49,20,0,28.6,120,0,2.367146492,16,2
50,20,0,35,8,1,2.881335735,16,2
51,20,0,58,30,0,2.659235477,16,2
52,20,0,32,3,1,3.529541492,16,2
53,20,0,32,8,0,6.410949707,16,2
54,20,0,47,3,1,2.210690737,16,2
55,20,0,49,3,1,1.975880861,16,2
56,20,0,60,3,1,2.457238913,16,2
57,20,0,28.6,14,0,2.365144014,16,2
58,20,0,75,60,0,2.590708256,16,2
59,20,0,58,3,1,2.099062204,16,2
60,20,0,20.6,14,0,3.148729563,16,2
61,20,0,35,120,0,2.123168468,16,2
62,20,0,47,30,0,2.702579975,16,2
63,20,0,25,60,0,3.663096905,16,2
64,20,0,27.4,14,0,1.517895341,16,2
65,20,0,21.5,30,0,1.920991421,16,2
66,20,0,28.6,60,0,1.765502453,16,2
67,20,0,36.2,14,0,1.852918267,16,2
68,20,0,25,120,0,1.852821589,16,2
69,20,0,35,30,0,1.430093884,16,2
70,20,0,36.2,3,1,3.898695946,16,2
71,20,0,40.6,120,0,2.144408226,16,2
72,20,0,27.4,30,0,2.412707806,16,2
73,20,0,71,14,0,3.037606478,16,2
74,20,0,23,30,0,1.988462329,16,2
75,20,0,60,14,0,1.831981421,16,2
76,20,0,20.6,8,0,2.032906532,16,2
77,20,0,21.5,8,0,2.479452848,16,2
78,20,0,47,60,0,1.876293421,16,2
79,20,0,36.2,60,0,1.83135736,16,2
80,20,0,40.6,3,1,3.038568974,16,2
81,20,0,40.6,8,1,9.75547123,16,2
82,20,0,35,60,0,3.907795429,16,2
83,20,0,58,60,0,2.234066486,16,2
84,20,0,60,8,1,2.633761883,16,2
85,20,0,21.5,3,0,2.733166695,16,2
86,20,0,71,30,0,3.641493082,16,2
87,20,0,58,8,1,2.546789885,16,2
88,20,0,75,120,0,2.569550276,16,2
89,20,0,20.6,120,0,2.323442459,16,2
90,20,0,21.5,14,0,1.808974743,16,2
91,20,0,60,30,0,2.658272505,16,2
92,20,0,32,30,0,1.655495048,16,2
93,20,0,36.2,30,0,1.87619555,16,2
94,20,0,49,14,0,2.75891757,16,2
95,20,0,60,120,0,2.658499956,16,2
96,20,0,28.6,30,0,2.14560008,16,2
1,20,0,50,29,1,2.569391727,8,2
2,20,0,30,6,1,2.546323776,8,2
3,20,0,46,29,1,2.767260075,8,2
4,20,0,21.6,118,0,2.011775017,8,2
5,20,0,41.4,6,1,1.898392558,8,2
6,20,0,24,62,0,1.942538023,8,2
7,20,0,29.4,15,1,2.434420586,8,2
8,20,0,24,29,0,1.854333639,8,2
9,20,0,34,15,1,2.36724472,8,2
10,20,0,46,15,1,1.830861807,8,2
11,20,0,34,62,0,2.010796547,8,2
12,20,0,24,29,0,2.300556898,8,2
13,20,0,50,2,1,1.787224531,8,2
14,20,0,41.4,29,0,2.703425884,8,2
15,20,0,20.5,29,0,1.629518747,8,2
16,20,0,26.6,15,0,1.81000793,8,2
17,20,0,56,6,1,1.652795911,8,2
18,20,0,41.4,2,1,1.944611073,8,2
19,20,0,76,6,1,1.697804928,8,2
20,20,0,24,6,0,2.055174828,8,2
21,20,0,46,6,1,1.607645512,8,2
22,20,0,46,62,0,1.722399116,8,2
23,20,0,30,29,0,2.121449471,8,2
24,20,0,56,118,0,1.405801654,8,2
25,20,0,76,15,1,1.854692936,8,2
26,20,0,24,2,1,2.946563959,8,2
27,20,0,26.6,62,0,1.674742818,8,2
28,20,0,34,29,0,1.651355863,8,2
29,20,0,70,2,1,1.385632992,8,2
30,20,0,62,6,1,1.451796055,8,2
31,20,0,56,62,0,1.429822683,8,2
32,20,0,36.6,15,1,1.876967669,8,2
33,20,0,76,29,1,2.254063129,8,2
34,20,0,34,2,1,1.56385982,8,2
35,20,0,21.6,62,0,1.429486275,8,2
36,20,0,34,118,0,2.301367998,8,2
37,20,0,29.4,2,1,1.719555855,8,2
38,20,0,29.4,62,0,1.60936141,8,2
39,20,0,36.6,62,0,1.698085189,8,2
40,20,0,50,118,0,2.748263836,8,2
41,20,0,29.4,29,0,4.109490871,8,2
42,20,0,24,118,0,1.897116184,8,2
43,20,0,24,15,0,3.196149349,8,2
44,20,0,26.6,2,1,4.892993927,8,2
45,20,0,20.5,118,0,2.322291851,8,2
46,20,0,20.5,15,0,2.167716503,8,2
47,20,0,70,15,1,1.562644243,8,2
48,20,0,24,2,1,1.564351201,8,2
49,20,0,62,62,0,1.875327945,8,2
50,20,0,24,15,0,2.099018812,8,2
51,20,0,46,2,1,1.608235359,8,2
52,20,0,56,29,1,2.076774836,8,2
53,20,0,24,62,0,2.747267723,8,2
54,20,0,21.6,15,0,1.362781167,8,2
55,20,0,56,2,1,1.697306037,8,2
56,20,0,36.6,29,0,2.52470088,8,2
57,20,0,36.6,2,1,1.966288209,8,2
58,20,0,20.5,62,0,1.586278319,8,2
59,20,0,50,15,1,1.47424233,8,2
60,20,0,29.4,118,0,2.052417755,8,2
61,20,0,21.6,2,0,1.608639956,8,2
62,20,0,76,2,1,1.384189367,8,2
63,20,0,34,6,1,1.653521657,8,2
64,20,0,46,118,0,1.787445545,8,2
65,20,0,26.6,6,0,1.296451092,8,2
66,20,0,70,118,1,2.860236645,8,2
67,20,0,70,62,1,1.719477415,8,2
68,20,0,70,6,1,1.718701005,8,2
69,20,0,76,62,1,2.926775932,8,2
70,20,0,21.6,29,0,1.698205948,8,2
71,20,0,26.6,29,0,1.494580269,8,2
72,20,0,29.4,6,1,1.741859317,8,2
73,20,0,62,2,1,1.764590621,8,2
74,20,0,50,62,1,1.741433501,8,2
75,20,0,76,118,0,2.592250347,8,2
76,20,0,24,6,0,2.053980112,8,2
77,20,0,30,62,0,1.921437502,8,2
78,20,0,41.4,15,1,1.853755951,8,2
79,20,0,20.5,2,0,1.628625154,8,2
80,20,0,24,118,0,1.83216536,8,2
81,20,0,30,118,0,1.784001589,8,2
82,20,0,20.5,6,0,1.831875205,8,2
83,20,0,36.6,118,0,1.942962408,8,2
84,20,0,56,15,1,2.03239727,8,2
85,20,0,41.4,118,0,1.585359097,8,2
86,20,0,21.6,6,0,1.832755923,8,2
87,20,0,30,2,1,1.674498796,8,2
88,20,0,26.6,118,0,2.12304306,8,2
89,20,0,62,29,1,2.74663496,8,2
90,20,0,50,6,1,1.964752555,8,2
91,20,0,41.4,62,0,1.942811966,8,2
92,20,0,30,15,1,1.675892472,8,2
93,20,0,36.6,6,1,2.657376766,8,2
94,20,0,62,15,1,1.697866559,8,2
95,20,0,70,29,1,1.810063481,8,2
96,20,0,62,118,0,1.742215514,8,2
1,20,0,41,1,1,2.948876858,4,2
2,20,0,77,7,1,3.305465698,4,2
3,20,0,61,58,0,3.129985332,4,2
4,20,0,29,7,1,2.926366806,4,2
5,20,0,29,31,0,2.525537729,4,2
6,20,0,21.1,58,0,2.457449198,4,2
7,20,0,51,1,1,2.682308435,4,2
8,20,0,69,58,0,2.25665307,4,2
9,20,0,25,31,0,4.513783455,4,2
10,20,0,37,13,1,3.864412308,4,2
11,20,0,21,122,0,2.993928909,4,2
12,20,0,23,31,0,2.478268385,4,2
13,20,0,21.1,31,0,2.457472801,4,2
14,20,0,21.1,7,0,3.239103317,4,2
15,20,0,31,31,0,2.926292658,4,2
16,20,0,57,1,1,2.770096302,4,2
17,20,0,37,31,0,4.288425446,4,2
18,20,0,31,7,1,3.329832315,4,2
19,20,0,37,7,1,3.663262129,4,2
20,20,0,21.1,1,1,3.305642366,4,2
21,20,0,27,31,0,4.245188236,4,2
22,20,0,25,7,0,3.798304081,4,2
23,20,0,21,7,0,2.792047739,4,2
24,20,0,29,13,0,2.657121181,4,2
25,20,0,57,13,0,2.747048378,4,2
26,20,0,27,122,0,2.032170534,4,2
27,20,0,27,7,1,2.655824184,4,2
28,20,0,31,58,0,2.567392111,4,2
29,20,0,77,1,1,2.345353603,4,2
30,20,0,77,58,0,2.569733143,4,2
31,20,0,45,122,0,2.633159637,4,2
32,20,0,29,58,0,2.657853127,4,2
33,20,0,51,7,1,4.378885269,4,2
34,20,0,61,13,1,7.709006786,4,2
35,20,0,77,31,1,5.205136299,4,2
36,20,0,33,13,0,8.532860756,4,2
37,20,0,21.1,122,0,2.634760618,4,2
38,20,0,61,122,0,2.076985836,4,2
39,20,0,33,122,0,2.746990204,4,2
40,20,0,29,1,1,2.122224092,4,2
41,20,0,31,13,0,3.954128742,4,2
42,20,0,33,1,1,3.728986502,4,2
43,20,0,41,31,0,3.439430475,4,2
44,20,0,27,13,0,2.770481825,4,2
45,20,0,51,13,0,2.301640749,4,2
46,20,0,41,13,1,8.757533073,4,2
47,20,0,51,122,0,2.278144836,4,2
48,20,0,51,31,0,4.244892597,4,2
49,20,0,61,1,1,2.143943548,4,2
50,20,0,33,7,1,3.776511669,4,2
51,20,0,21.1,13,0,3.395293474,4,2
52,20,0,57,31,0,7.171400547,4,2
53,20,0,41,7,1,2.390641212,4,2
54,20,0,77,122,0,1.898481727,4,2
55,20,0,37,58,0,5.897730827,4,2
56,20,0,57,122,0,2.791980505,4,2
57,20,0,69,122,0,4.044016838,4,2
58,20,0,31,122,0,2.702870846,4,2
59,20,0,21,58,0,4.044966698,4,2
60,20,0,21,13,0,3.594905853,4,2
61,20,0,25,1,1,1.744220614,4,2
62,20,0,21,1,1,2.566581249,4,2
63,20,0,25,13,0,4.178053379,4,2
64,20,0,69,13,1,4.535772324,4,2
65,20,0,33,58,0,3.416470289,4,2
66,20,0,61,7,1,6.634897709,4,2
67,20,0,45,31,0,2.99391818,4,2
68,20,0,23,122,0,5.939203262,4,2
69,20,0,21,31,0,2.659682989,4,2
70,20,0,61,31,0,4.847249985,4,2
71,20,0,37,1,1,2.614129066,4,2
72,20,0,45,13,1,4.580234528,4,2
73,20,0,69,1,1,5.49495554,4,2
74,20,0,57,7,1,3.374031305,4,2
75,20,0,45,7,1,2.950438738,4,2
76,20,0,31,1,1,2.593882084,4,2
77,20,0,37,122,0,4.401036263,4,2
78,20,0,41,58,0,4.156029701,4,2
79,20,0,25,122,0,2.993430614,4,2
80,20,0,25,58,0,2.658037663,4,2
81,20,0,23,58,0,2.546788216,4,2
82,20,0,77,13,1,5.002812386,4,2
83,20,0,57,58,0,4.020975113,4,2
84,20,0,29,122,0,2.859532118,4,2
85,20,0,23,7,0,4.356126308,4,2
86,20,0,27,1,1,3.997679949,4,2
87,20,0,23,1,1,2.795651913,4,2
88,20,0,45,58,0,2.97110939,4,2
89,20,0,23,13,0,4.379398346,4,2
90,20,0,69,31,0,5.51722765,4,2
91,20,0,33,31,0,3.618543148,4,2
92,20,0,51,58,0,3.261630535,4,2
93,20,0,41,122,0,2.053747416,4,2
94,20,0,27,58,0,2.993970394,4,2
95,20,0,45,1,1,2.277489901,4,2
96,20,0,69,7,1,3.462780952,4,2
1,20,0,41,1,1,1.94215548,32,2
2,20,0,77,7,1,2.191338301,32,2
3,20,0,61,58,0,2.302315235,32,2
4,20,0,29,7,1,3.013628483,32,2
5,20,0,29,31,0,2.032887459,32,2
6,20,0,21.1,58,0,1.702042937,32,2
7,20,0,51,1,1,1.908991575,32,2
8,20,0,69,58,1,4.111413002,32,2
9,20,0,25,31,0,1.920681834,32,2
10,20,0,37,13,1,2.556774139,32,2
11,20,0,21,122,0,1.753786922,32,2
12,20,0,23,31,0,1.977653503,32,2
13,20,0,21.1,31,0,1.998569727,32,2
14,20,0,21.1,7,0,1.878914833,32,2
15,20,0,31,31,0,2.145064116,32,2
16,20,0,57,1,1,1.662752509,32,2
17,20,0,37,31,0,1.977989316,32,2
18,20,0,31,7,1,2.604833841,32,2
19,20,0,37,7,1,3.494506598,32,2
20,20,0,21.1,1,0,1.842146635,32,2
21,20,0,27,31,0,3.23878932,32,2
22,20,0,25,7,1,1.720949411,32,2
23,20,0,21,7,0,3.340239763,32,2
24,20,0,29,13,0,2.436283827,32,2
25,20,0,57,13,1,1.697721362,32,2
26,20,0,27,122,0,2.348711491,32,2
27,20,0,27,7,1,1.377609491,32,2
28,20,0,31,58,0,1.788728952,32,2
29,20,0,77,1,1,1.517264247,32,2
30,20,0,77,58,1,2.19002223,32,2
31,20,0,45,122,0,1.597945213,32,2
32,20,0,29,58,0,1.818965554,32,2
33,20,0,51,7,1,1.232447028,32,2
34,20,0,61,13,1,2.033862591,32,2
35,20,0,77,31,1,1.67755878,32,2
36,20,0,33,13,1,3.055492163,32,2
37,20,0,21.1,122,0,1.94335103,32,2
38,20,0,61,122,0,2.568223476,32,2
39,20,0,33,122,0,1.908721089,32,2
40,20,0,29,1,1,2.021063566,32,2
41,20,0,31,13,1,2.268349648,32,2
42,20,0,33,1,1,1.81081152,32,2
43,20,0,41,31,1,3.236407042,32,2
44,20,0,27,13,0,2.294486523,32,2
45,20,0,51,13,1,1.512519836,32,2
46,20,0,41,13,1,2.835016251,32,2
47,20,0,51,122,0,2.633545399,32,2
48,20,0,51,31,1,1.915771365,32,2
49,20,0,61,1,1,4.116370678,32,2
50,20,0,33,7,1,1.925011873,32,2
51,20,0,21.1,13,0,1.916786432,32,2
52,20,0,57,31,1,2.0677495,32,2
53,20,0,41,7,1,1.838540554,32,2
54,20,0,77,122,0,1.904016972,32,2
55,20,0,37,58,0,1.836049438,32,2
56,20,0,57,122,0,2.106359959,32,2
57,20,0,69,122,0,2.213370562,32,2
58,20,0,31,122,0,1.745759249,32,2
59,20,0,21,58,0,3.91880846,32,2
60,20,0,21,13,0,1.673255801,32,2
61,20,0,25,1,1,1.907419324,32,2
62,20,0,21,1,0,1.46052897,32,2
63,20,0,25,13,0,3.662392139,32,2
64,20,0,69,13,1,1.837534785,32,2
65,20,0,33,58,0,2.027226686,32,2
66,20,0,61,7,1,1.527246714,32,2
67,20,0,45,31,1,2.732503414,32,2
68,20,0,23,122,0,3.178663492,32,2
69,20,0,21,31,0,1.34591043,32,2
70,20,0,61,31,1,1.987624049,32,2
71,20,0,37,1,1,1.402805567,32,2
72,20,0,45,13,1,1.649226189,32,2
73,20,0,69,1,1,2.149047136,32,2
74,20,0,57,7,1,1.391195059,32,2
75,20,0,45,7,1,2.67210722,32,2
76,20,0,31,1,1,1.277157307,32,2
77,20,0,37,122,0,2.090446234,32,2
78,20,0,41,58,0,2.183058023,32,2
79,20,0,25,122,0,2.45017004,32,2
80,20,0,25,58,0,1.724038005,32,2
81,20,0,23,58,0,2.315684795,32,2
82,20,0,77,13,1,1.693016291,32,2
83,20,0,57,58,0,2.000266075,32,2
84,20,0,29,122,0,1.723876238,32,2
85,20,0,23,7,0,3.218861341,32,2
86,20,0,27,1,1,1.429855227,32,2
87,20,0,23,1,1,2.030033827,32,2
88,20,0,45,58,0,2.858255148,32,2
89,20,0,23,13,0,2.284938097,32,2
90,20,0,69,31,1,2.662857533,32,2
91,20,0,33,31,0,2.283265114,32,2
92,20,0,51,58,0,2.350387335,32,2
93,20,0,41,122,0,1.863749385,32,2
94,20,0,27,58,0,2.899986029,32,2
95,20,0,45,1,1,1.181430221,32,2
96,20,0,69,7,1,1.978529811,32,2
1,20,0,41,1,1,1.385448456,20,2
2,20,0,77,7,1,1.002630949,20,2
3,20,0,61,58,1,1.271531224,20,2
4,20,0,29,7,1,1.340125918,20,2
5,20,0,29,31,1,1.344831586,20,2
6,20,0,21.1,58,0,1.809948087,20,2
7,20,0,51,1,1,1.385085225,20,2
8,20,0,69,58,1,2.280060053,20,2
9,20,0,25,31,1,2.993516445,20,2
10,20,0,37,13,1,1.250604868,20,2
11,20,0,21,122,0,1.765293717,20,2
12,20,0,23,31,0,1.966528296,20,2
13,20,0,21.1,31,0,1.943578124,20,2
14,20,0,21.1,7,0,2.166989803,20,2
15,20,0,31,31,1,3.708792925,20,2
16,20,0,57,1,1,1.674614549,20,2
17,20,0,37,31,1,1.80994916,20,2
18,20,0,31,7,1,1.697232723,20,2
19,20,0,37,7,1,1.520703554,20,2
20,20,0,21.1,1,0,2.010515928,20,2
21,20,0,27,31,1,1.873605251,20,2
22,20,0,25,7,1,2.032544374,20,2
23,20,0,21,7,0,2.634499788,20,2
24,20,0,29,13,1,1.763571382,20,2
25,20,0,57,13,1,1.405477762,20,2
26,20,0,27,122,0,3.017033339,20,2
27,20,0,27,7,1,1.540678263,20,2
28,20,0,31,58,1,1.877277136,20,2
29,20,0,77,1,1,2.010153055,20,2
30,20,0,77,58,1,3.509005547,20,2
31,20,0,45,122,1,5.026563168,20,2
32,20,0,29,58,1,1.853249669,20,2
33,20,0,51,7,1,2.165933132,20,2
34,20,0,61,13,1,1.474085093,20,2
35,20,0,77,31,1,1.450330615,20,2
36,20,0,33,13,1,6.367658138,20,2
37,20,0,21.1,122,0,1.495630264,20,2
38,20,0,61,122,1,1.450978041,20,2
39,20,0,33,122,1,1.472688198,20,2
40,20,0,29,1,1,1.742717147,20,2
41,20,0,31,13,1,1.922660589,20,2
42,20,0,33,1,1,1.963595748,20,2
43,20,0,41,31,1,1.384134412,20,2
44,20,0,27,13,1,1.228509068,20,2
45,20,0,51,13,1,1.607265949,20,2
46,20,0,41,13,1,1.384698987,20,2
47,20,0,51,122,1,1.607766747,20,2
48,20,0,51,31,1,1.276838541,20,2
49,20,0,61,1,1,1.341800332,20,2
50,20,0,33,7,1,2.27662015,20,2
51,20,0,21.1,13,0,2.166245937,20,2
52,20,0,57,31,1,1.920959592,20,2
53,20,0,41,7,1,1.72004199,20,2
54,20,0,77,122,1,1.742036223,20,2
55,20,0,37,58,1,1.854127765,20,2
56,20,0,57,122,1,1.497036695,20,2
57,20,0,69,122,1,1.518414974,20,2
58,20,0,31,122,1,1.877560735,20,2
59,20,0,21,58,0,1.876729727,20,2
60,20,0,21,13,0,2.367542267,20,2
61,20,0,25,1,1,1.541344881,20,2
62,20,0,21,1,1,2.681697369,20,2
63,20,0,25,13,1,1.875819802,20,2
64,20,0,69,13,1,1.42951715,20,2
65,20,0,33,58,1,1.677080512,20,2
66,20,0,61,7,1,1.875688314,20,2
67,20,0,45,31,1,1.428564429,20,2
68,20,0,23,122,0,2.836708784,20,2
69,20,0,21,31,0,2.187530518,20,2
70,20,0,61,31,1,3.1051085,20,2
71,20,0,37,1,1,1.944859982,20,2
72,20,0,45,13,1,3.082552433,20,2
73,20,0,69,1,1,1.742667675,20,2
74,20,0,57,7,1,1.541103482,20,2
